text,intent,entities
How do temperatures compare in New York and Dubai?,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
Compare weather in Sydney and Seoul,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
"Which is colder, Rome or Berlin?",weather_comparison,"{'location1': 'Rome', 'location2': 'Berlin'}"
"Which is colder, Seoul or Amsterdam?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Amsterdam'}"
Will it drizzle in New York?,precipitation_query,{'location': 'New York'}
How does the weather in Toronto compare to Seoul?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Seoul'}"
What's the rain forecast for current location?,precipitation_query,{'location': 'current location'}
"Which is warmer, Rome or New York?",weather_comparison,"{'location1': 'Rome', 'location2': 'New York'}"
How do temperatures compare in Amsterdam and Berlin?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Berlin'}"
Temperature comparison between Rome and Sydney,weather_comparison,"{'location1': 'Rome', 'location2': 'Sydney'}"
Compare temperatures in London and Moscow,weather_comparison,"{'location1': 'London', 'location2': 'Moscow'}"
Weather contrast between Amsterdam and Paris,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
Is there any rain expected in Moscow?,precipitation_query,{'location': 'Moscow'}
Weather comparison between Singapore and Berlin,weather_comparison,"{'location1': 'Singapore', 'location2': 'Berlin'}"
How do temperatures compare in Toronto and current location?,weather_comparison,"{'location1': 'Toronto', 'location2': 'current location'}"
Temperature comparison between Berlin and New York,weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
How warm is it in Moscow?,temperature_query,{'location': 'Moscow'}
How does the weather in London compare to here?,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
How does the weather in Singapore compare to here?,weather_comparison,"{'location1': 'Singapore', 'location2': 'here'}"
Weather difference between London and Sydney,weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
"Which city has better weather, Singapore or current location?",weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
"Which is warmer, Paris or San Francisco?",weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Weather difference between Singapore and Sydney,weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
"Which is warmer, Tokyo or here?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Temperature comparison between here and Singapore,weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
Weather comparison between Paris and San Francisco,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Weather difference between Berlin and Amsterdam,weather_comparison,"{'location1': 'Berlin', 'location2': 'Amsterdam'}"
Rain forecast for San Francisco,precipitation_query,{'location': 'San Francisco'}
"Which is warmer, Paris or Singapore?",weather_comparison,"{'location1': 'Paris', 'location2': 'Singapore'}"
Weather forecast for Singapore for the next few days,weather_forecast,{'location': 'Singapore'}
Compare weather in Paris and my location,weather_comparison,"{'location1': 'Paris', 'location2': 'my location'}"
How's the weather different in current location vs Moscow?,weather_comparison,"{'location1': 'current location', 'location2': 'Moscow'}"
How does the weather in Mumbai compare to Amsterdam?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Amsterdam'}"
Weather contrast between Mumbai and Paris,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
Will it snow in Moscow?,precipitation_query,{'location': 'Moscow'}
Compare temperatures in Paris and Seoul,weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
Compare temperatures in Dubai and Amsterdam,weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
Will it rain tomorrow in London?,weather_forecast,{'location': 'London'}
Compare current conditions in New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
Will it rain tomorrow in Dubai?,weather_forecast,{'location': 'Dubai'}
Compare current conditions in New York and Amsterdam,weather_comparison,"{'location1': 'New York', 'location2': 'Amsterdam'}"
Temperature comparison between Seoul and Sydney,weather_comparison,"{'location1': 'Seoul', 'location2': 'Sydney'}"
Compare weather in Moscow and New York,weather_comparison,"{'location1': 'Moscow', 'location2': 'New York'}"
What's the heat index in Paris?,temperature_query,{'location': 'Paris'}
How's the weather different in Berlin vs Rome?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Rome'}"
What's the weather going to be like in my location next week?,weather_forecast,{'location': 'my location'}
Compare current conditions in Singapore and Rome,weather_comparison,"{'location1': 'Singapore', 'location2': 'Rome'}"
How does the weather in here compare to Moscow?,weather_comparison,"{'location1': 'here', 'location2': 'Moscow'}"
Weather contrast between Singapore and Dubai,weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
Weather contrast between Dubai and Amsterdam,weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
How does the weather in San Francisco compare to Rome?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Rome'}"
How do temperatures compare in New York and Seoul?,weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
"Which is warmer, Amsterdam or Dubai?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Dubai'}"
What's the temperature going to be in London?,temperature_query,{'location': 'London'}
How does the weather in Sydney compare to Rome?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
How do temperatures compare in Berlin and Seoul?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Seoul'}"
"Which is colder, Singapore or London?",weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
How do temperatures compare in Tokyo and here?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Compare current conditions in here and current location,weather_comparison,"{'location1': 'here', 'location2': 'current location'}"
How do temperatures compare in Mumbai and San Francisco?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'San Francisco'}"
Weather comparison: Rome versus here,weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
"Which is warmer, Paris or Rome?",weather_comparison,"{'location1': 'Paris', 'location2': 'Rome'}"
How do temperatures compare in Rome and Singapore?,weather_comparison,"{'location1': 'Rome', 'location2': 'Singapore'}"
"Which is colder, here or London?",weather_comparison,"{'location1': 'here', 'location2': 'London'}"
Compare temperatures in San Francisco and Moscow,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
Forecast for here,weather_forecast,{'location': 'here'}
"Which is colder, here or San Francisco?",weather_comparison,"{'location1': 'here', 'location2': 'San Francisco'}"
"Which is warmer, my location or current location?",weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
How do temperatures compare in Toronto and Dubai?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Dubai'}"
"Which is colder, Dubai or Singapore?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Singapore'}"
Weather comparison: Toronto versus Seoul,weather_comparison,"{'location1': 'Toronto', 'location2': 'Seoul'}"
Weather comparison between here and Mumbai,weather_comparison,"{'location1': 'here', 'location2': 'Mumbai'}"
How does the weather in Rome compare to Amsterdam?,weather_comparison,"{'location1': 'Rome', 'location2': 'Amsterdam'}"
How's the weather different in Paris vs New York?,weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
Compare weather in Singapore and London,weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
Compare weather in here and my location,weather_comparison,"{'location1': 'here', 'location2': 'my location'}"
What's the precipitation chance in Mumbai?,precipitation_query,{'location': 'Mumbai'}
Is there any rain expected in Mumbai?,precipitation_query,{'location': 'Mumbai'}
Temperature comparison between Sydney and Singapore,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
Compare current conditions in Moscow and Sydney,weather_comparison,"{'location1': 'Moscow', 'location2': 'Sydney'}"
Weather comparison between Moscow and Dubai,weather_comparison,"{'location1': 'Moscow', 'location2': 'Dubai'}"
"Which is warmer, New York or Tokyo?",weather_comparison,"{'location1': 'New York', 'location2': 'Tokyo'}"
What's the weather forecast for Singapore?,weather_forecast,{'location': 'Singapore'}
What's it like outside in Singapore?,current_weather,{'location': 'Singapore'}
Weather comparison: Sydney versus current location,weather_comparison,"{'location1': 'Sydney', 'location2': 'current location'}"
How do temperatures compare in current location and Sydney?,weather_comparison,"{'location1': 'current location', 'location2': 'Sydney'}"
What's the chance of snow in my location?,precipitation_query,{'location': 'my location'}
What's the weather difference between my location and Moscow?,weather_comparison,"{'location1': 'my location', 'location2': 'Moscow'}"
Weather comparison: London versus Toronto,weather_comparison,"{'location1': 'London', 'location2': 'Toronto'}"
Tell me the weather forecast for Singapore,weather_forecast,{'location': 'Singapore'}
How's the weather different in Tokyo vs my location?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
Weather difference between Amsterdam and San Francisco,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'San Francisco'}"
How's the weather different in New York vs Berlin?,weather_comparison,"{'location1': 'New York', 'location2': 'Berlin'}"
How warm is it in Seoul?,temperature_query,{'location': 'Seoul'}
"Which is colder, Toronto or Rome?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
"Which is warmer, New York or Singapore?",weather_comparison,"{'location1': 'New York', 'location2': 'Singapore'}"
Compare weather in Amsterdam and Seoul,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Seoul'}"
Weather comparison between Singapore and Amsterdam,weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
How does the weather in Dubai compare to Toronto?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
What's the weather going to be like this week in Paris?,weather_forecast,{'location': 'Paris'}
What's the temperature in Rome?,temperature_query,{'location': 'Rome'}
Weather contrast between Singapore and London,weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
"Which is colder, Berlin or London?",weather_comparison,"{'location1': 'Berlin', 'location2': 'London'}"
Compare weather in London and Dubai,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
"Which city has better weather, Toronto or Seoul?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Seoul'}"
What's the weather difference between London and current location?,weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
"Which city has better weather, Mumbai or Amsterdam?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Amsterdam'}"
Will it snow in Dubai?,precipitation_query,{'location': 'Dubai'}
Compare temperatures in London and Rome,weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
Weather comparison: San Francisco versus here,weather_comparison,"{'location1': 'San Francisco', 'location2': 'here'}"
How's the weather different in Sydney vs Rome?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
Compare current conditions in London and Amsterdam,weather_comparison,"{'location1': 'London', 'location2': 'Amsterdam'}"
What's the weather difference between New York and Seoul?,weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
Weather comparison between Rome and Toronto,weather_comparison,"{'location1': 'Rome', 'location2': 'Toronto'}"
