text,intent,entities
Temperature comparison between Seoul and current location,weather_comparison,"{'location1': 'Seoul', 'location2': 'current location'}"
How does the weather in Dubai compare to current location?,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
Temperature reading for Toronto,temperature_query,{'location': 'Toronto'}
Weather contrast between Seoul and Rome,weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
Weather comparison between Paris and New York,weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
How does the weather in London compare to current location?,weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
Weather comparison: Rome versus Sydney,weather_comparison,"{'location1': 'Rome', 'location2': 'Sydney'}"
How cold is it in Seoul?,temperature_query,{'location': 'Seoul'}
Weather comparison between Dubai and here,weather_comparison,"{'location1': 'Dubai', 'location2': 'here'}"
Weather difference between Seoul and New York,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Weather comparison between my location and Berlin,weather_comparison,"{'location1': 'my location', 'location2': 'Berlin'}"
What's the snow forecast for Toronto?,precipitation_query,{'location': 'Toronto'}
How do temperatures compare in my location and New York?,weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
How's the weather different in Dubai vs London?,weather_comparison,"{'location1': 'Dubai', 'location2': 'London'}"
Weather contrast between Dubai and Amsterdam,weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
What's the weather difference between Moscow and Sydney?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Sydney'}"
"Which city has better weather, Sydney or San Francisco?",weather_comparison,"{'location1': 'Sydney', 'location2': 'San Francisco'}"
"Which is warmer, San Francisco or Berlin?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Berlin'}"
How's the weather different in Toronto vs Mumbai?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Mumbai'}"
Compare current conditions in here and Sydney,weather_comparison,"{'location1': 'here', 'location2': 'Sydney'}"
Is there any chance of rain in Amsterdam?,precipitation_query,{'location': 'Amsterdam'}
Weather contrast between Mumbai and Singapore,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Singapore'}"
"Which is warmer, Berlin or Sydney?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Sydney'}"
What's the weather going to be like this week in Amsterdam?,weather_forecast,{'location': 'Amsterdam'}
Tell me about today's weather in Sydney,current_weather,{'location': 'Sydney'}
Weather comparison between Amsterdam and Seoul,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Seoul'}"
Weather comparison: New York versus Dubai,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
Precipitation forecast for Sydney,precipitation_query,{'location': 'Sydney'}
Weather contrast between current location and Moscow,weather_comparison,"{'location1': 'current location', 'location2': 'Moscow'}"
Compare weather in Dubai and Sydney,weather_comparison,"{'location1': 'Dubai', 'location2': 'Sydney'}"
What's the feels like temperature in current location?,temperature_query,{'location': 'current location'}
Weather comparison between here and Singapore,weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
Will there be any precipitation in Tokyo?,precipitation_query,{'location': 'Tokyo'}
Weather contrast between Sydney and London,weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
Weather update for here,current_weather,{'location': 'here'}
Compare temperatures in Rome and Dubai,weather_comparison,"{'location1': 'Rome', 'location2': 'Dubai'}"
Is there any chance of rain in Berlin?,precipitation_query,{'location': 'Berlin'}
Weather outlook for current location,weather_forecast,{'location': 'current location'}
Compare weather in Amsterdam and Toronto,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Toronto'}"
Weather difference between my location and Dubai,weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
What's the feels like temperature in Dubai?,temperature_query,{'location': 'Dubai'}
"Which city has better weather, Mumbai or Seoul?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
Weather comparison: Toronto versus here,weather_comparison,"{'location1': 'Toronto', 'location2': 'here'}"
What's the weather forecast for Dubai?,weather_forecast,{'location': 'Dubai'}
Is it raining in Berlin?,current_weather,{'location': 'Berlin'}
Current temperature in Singapore,temperature_query,{'location': 'Singapore'}
Weather difference between Moscow and Berlin,weather_comparison,"{'location1': 'Moscow', 'location2': 'Berlin'}"
Will it drizzle in Amsterdam?,precipitation_query,{'location': 'Amsterdam'}
How do temperatures compare in current location and Berlin?,weather_comparison,"{'location1': 'current location', 'location2': 'Berlin'}"
Tell me the weather forecast for London,weather_forecast,{'location': 'London'}
"Which city has better weather, Sydney or Berlin?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Berlin'}"
Is it raining in Amsterdam?,current_weather,{'location': 'Amsterdam'}
Weather comparison: here versus Paris,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
How do temperatures compare in Singapore and San Francisco?,weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
Compare weather in Dubai and current location,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
Weather difference between London and Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
Compare current conditions in London and Moscow,weather_comparison,"{'location1': 'London', 'location2': 'Moscow'}"
"Which is warmer, London or Berlin?",weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
"Which is colder, Dubai or Rome?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Rome'}"
Weather contrast between Tokyo and my location,weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
Weather comparison between my location and Sydney,weather_comparison,"{'location1': 'my location', 'location2': 'Sydney'}"
Weather comparison between Sydney and New York,weather_comparison,"{'location1': 'Sydney', 'location2': 'New York'}"
"Which is colder, London or Amsterdam?",weather_comparison,"{'location1': 'London', 'location2': 'Amsterdam'}"
What's the rain forecast for current location?,precipitation_query,{'location': 'current location'}
"Which is colder, Moscow or Mumbai?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Mumbai'}"
"Which city has better weather, Moscow or London?",weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
"Which is warmer, Singapore or Dubai?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
Compare weather in Moscow and Toronto,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
Weather prediction for here,weather_forecast,{'location': 'here'}
What's the weather difference between my location and Sydney?,weather_comparison,"{'location1': 'my location', 'location2': 'Sydney'}"
What's the current temperature in Toronto?,temperature_query,{'location': 'Toronto'}
Weather contrast between Berlin and San Francisco,weather_comparison,"{'location1': 'Berlin', 'location2': 'San Francisco'}"
"Which is warmer, New York or London?",weather_comparison,"{'location1': 'New York', 'location2': 'London'}"
Compare temperatures in New York and Berlin,weather_comparison,"{'location1': 'New York', 'location2': 'Berlin'}"
Compare current conditions in current location and Rome,weather_comparison,"{'location1': 'current location', 'location2': 'Rome'}"
Weather comparison between Toronto and Singapore,weather_comparison,"{'location1': 'Toronto', 'location2': 'Singapore'}"
Compare temperatures in Singapore and here,weather_comparison,"{'location1': 'Singapore', 'location2': 'here'}"
"Which is warmer, Berlin or Rome?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Rome'}"
Temperature comparison between Seoul and Moscow,weather_comparison,"{'location1': 'Seoul', 'location2': 'Moscow'}"
How does the weather in Seoul compare to Tokyo?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Tokyo'}"
How do temperatures compare in Tokyo and Dubai?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Dubai'}"
Weather comparison: here versus Tokyo,weather_comparison,"{'location1': 'here', 'location2': 'Tokyo'}"
Compare weather in Dubai and New York,weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
What's the weather going to be like in Singapore next week?,weather_forecast,{'location': 'Singapore'}
What's the temperature in my location?,current_weather,{'location': 'my location'}
"Which city has better weather, Dubai or Sydney?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Sydney'}"
Compare temperatures in current location and Sydney,weather_comparison,"{'location1': 'current location', 'location2': 'Sydney'}"
Temperature comparison between Tokyo and Mumbai,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Mumbai'}"
Weather difference between London and Dubai,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
How do temperatures compare in New York and Sydney?,weather_comparison,"{'location1': 'New York', 'location2': 'Sydney'}"
"Which is warmer, here or Tokyo?",weather_comparison,"{'location1': 'here', 'location2': 'Tokyo'}"
"Which city has better weather, Toronto or Mumbai?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Mumbai'}"
Compare current conditions in Singapore and Rome,weather_comparison,"{'location1': 'Singapore', 'location2': 'Rome'}"
Temperature comparison between London and Dubai,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
What's the weather difference between Singapore and Tokyo?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
Compare weather in Mumbai and Sydney,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Sydney'}"
"Which is warmer, New York or Paris?",weather_comparison,"{'location1': 'New York', 'location2': 'Paris'}"
Weather comparison between Seoul and Toronto,weather_comparison,"{'location1': 'Seoul', 'location2': 'Toronto'}"
Temperature comparison between Berlin and Dubai,weather_comparison,"{'location1': 'Berlin', 'location2': 'Dubai'}"
How's the weather different in Sydney vs New York?,weather_comparison,"{'location1': 'Sydney', 'location2': 'New York'}"
What's the weather difference between Berlin and Moscow?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Moscow'}"
Weather contrast between current location and Seoul,weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
How's the weather different in Sydney vs Tokyo?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Tokyo'}"
"Which city has better weather, current location or San Francisco?",weather_comparison,"{'location1': 'current location', 'location2': 'San Francisco'}"
Weather contrast between New York and Sydney,weather_comparison,"{'location1': 'New York', 'location2': 'Sydney'}"
"Which city has better weather, Singapore or current location?",weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
Compare weather in Sydney and Seoul,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
Weather comparison: Sydney versus Toronto,weather_comparison,"{'location1': 'Sydney', 'location2': 'Toronto'}"
"Which is warmer, Sydney or Paris?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Paris'}"
"Which is colder, Paris or Moscow?",weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
How warm is it in London?,temperature_query,{'location': 'London'}
Rain forecast for London,precipitation_query,{'location': 'London'}
"Which is warmer, Moscow or Mumbai?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Mumbai'}"
How's the weather looking in Dubai?,current_weather,{'location': 'Dubai'}
